web-scraper-order,web-scraper-start-url,paginacion,referencias,referencias-href,nombre,precio,descripcion,puntuacion,opiniones,imagen-src
"1681673261-2078","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","iPhone XS Max 64GB Gris","https://www.ktronix.com/iphone-xs-max-64gb-gris/p/190198783127","iPhone XS Max 64GB Gris","$3.186.000
                                            Hoy","Super Retina, grande y súper grande, precisión en cada color","4.9","39 Opiniones","/medias/190198783127-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxODQyMHxpbWFnZS9qcGVnfGltYWdlcy9oMzIvaDVhLzkwNjYyNDg5NjIwNzguanBnfDcxNzBhOTM4MzUxNTY2OWQ4OGEyMzlkNzQ0ZjM2ZWIwOTU4MGZlMDQyODRjNTBiMjQ5ZGJhNDkxZWIzMmY4Zjk"
"1681673265-2079","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","iPhone SE 256GB Rojo","https://www.ktronix.com/iphone-se-256gb-rojo/p/194252148396","iPhone SE 256GB Rojo","$3.099.000
                                            Hoy","Modo Retrato. Una razón más para sonreír.","null","null","/medias/194252148396-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMzI2fGltYWdlL2pwZWd8aW1hZ2VzL2g3My9oZTAvMTEyNTIxODAxNTY0NDYuanBnfDExODg1MWQxZGQ5NzUxNTg1MGE4MTYwNGQyNTBhNTM4MjhlYzk2OGQyMGM0MTNlMDY5ZThlZDJhZmFiZDc4Mjg"
"1681673270-2080","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","iPhone 13 mini 512GB Blanco Estrella","https://www.ktronix.com/iphone13mini-512gb-blanco-estrella/p/194252692561","iPhone 13 mini 512GB Blanco Estrella","$5.319.000
                                            Hoy","A15, Un chip superrápido que deja atrás a la competencia","3.0","2 Opiniones","/medias/194252692561-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMzI4fGltYWdlL2pwZWd8aW1hZ2VzL2g0OC9oNTUvMTA3OTI2NDc0NTg4NDYuanBnfDE1Zjc5Yjk1OGEzZjJjZWRlMTNjMTA4MjMwZjNiNjk1ZDc1ODNlNGE4MzMwZTlmOTQxYjlhNjYwMDY2ZDk0MWU"
"1681673273-2081","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","iPhone 14 Pro Max 512 GB Plata","https://www.ktronix.com/iphone-14-pro-max-512gb-plata/p/194253486831","iPhone 14 Pro Max  512 GB Plata","$8.689.000
                                            Hoy","Cámara gran angular de 48MP","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-194253486831-001.jpg?context=bWFzdGVyfGltYWdlc3wzNjk0fGltYWdlL2pwZWd8aGI0L2g4Yy8xMzYxOTA5NDEyNjYyMi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NDI1MzQ4NjgzMV8wMDEuanBnfDM5MGU0YzRkNWEwNGE3MGJlYzdhNTk1OWZmZDFhZGJkMzhiYWFhZDljMDgxOTIyMTNlYzM0MWE1NGM2YmU1NDI"
"1681673278-2082","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","iPhone 14 Pro Max 1 TB Plata","https://www.ktronix.com/iphone-14-pro-max-1tb-plata/p/194253486879","iPhone 14 Pro Max 1 TB Plata","$9.929.000
                                            Hoy","Cámara gran angular de 48MP","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-194253486879-001.jpg?context=bWFzdGVyfGltYWdlc3wzNjk0fGltYWdlL2pwZWd8aGNhL2g1Ny8xMzYxOTExNTM2MDI4Ni82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NDI1MzQ4Njg3OV8wMDEuanBnfGNiZGM5OWVlYzRhNjc4YmVmYzExNjZiZGY1YTkzZGRhNTdiYTZmM2QxMWE3YThiZDY2NzkwNjY3Y2JjNGU4MmY"
"1681673282-2083","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","iPhone 14 Pro Max 1 TB Morado Oscuro","https://www.ktronix.com/iphone-14-pro-max-1tb-morado-oscuro/p/194253486893","iPhone 14 Pro Max 1 TB Morado Oscuro","$9.929.000
                                            Hoy","Cámara gran angular de 48MP","5.0","2 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-194253486893-001.jpg?context=bWFzdGVyfGltYWdlc3wzOTQ0fGltYWdlL2pwZWd8aDE3L2gzMi8xMzYxOTE1ODc0NTExOC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NDI1MzQ4Njg5M18wMDEuanBnfGQwNDNhYTQ0ODEzNDdmNmRjZTQwMTMxYjBmNGNjZjlhZWRlNjcxNTRjM2FkMDAzNjNmZTE5YThkNjM5NzBkMGY"
"1681673286-2084","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","iPhone 14 Plus 128 GB Rojo","https://www.ktronix.com/iphone-14-plus-128gb-rojo/p/194253488101","iPhone 14 Plus 128 GB Rojo","$5.257.000
                                            Hoy","Chip A15 Bionic GPU 5núcleos rendimiento fuera de serie","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-194253488101-001.jpg?context=bWFzdGVyfGltYWdlc3w0MzY4fGltYWdlL2pwZWd8aDkzL2g0Mi8xMzYxOTE3OTk3ODc4Mi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NDI1MzQ4ODEwMV8wMDEuanBnfGI5MTY3MjEyM2MwY2Q0NzViOWYzNzAwMjBmMjAxMGQ3ZWUwMDA1YzZjNDIyYjE4YjZhNGRhNzM1ZmExNmUxZjA"
"1681673290-2085","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","iPhone 14 Plus 256 GB Azul Medianoche","https://www.ktronix.com/iphone-14-plus-256gb-azul-medianoche/p/194253488125","iPhone 14 Plus 256 GB Azul Medianoche","$5.863.000
                                            Hoy","Chip A15 Bionic GPU 5núcleos rendimiento fuera de serie","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-194253488125-001.jpg?context=bWFzdGVyfGltYWdlc3wzNDY1fGltYWdlL2pwZWd8aDc3L2gxYy8xMzYxOTE5MDU5NTYxNC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NDI1MzQ4ODEyNV8wMDEuanBnfGU5NzBkZTIxOGY3ZDI0NWM3ODUzNDY4MmY0YTFiY2Q2NzQ1NTk3YmIyNGU4ZjUwM2QzOWI2MWYzNzBjNDUwOTA"
"1681673294-2086","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","iPhone 14 Plus 256 GB Blanco Estrella","https://www.ktronix.com/iphone-14-plus-256gb-blanco-estrella/p/194253488132","iPhone 14 Plus 256 GB Blanco Estrella","$5.863.000
                                            Hoy","Chip A15 Bionic GPU 5núcleos rendimiento fuera de serie","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-194253488132-001.jpg?context=bWFzdGVyfGltYWdlc3wzNDYxfGltYWdlL2pwZWd8aDFkL2gzYS8xMzYxOTE5NTkwNDAzMC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NDI1MzQ4ODEzMl8wMDEuanBnfGEzODFiMDAxYjEwYjM3MzExNjVlMzQ5OWMzMjA3NWFhODFmMzQ0YzViYWE4YThiYzQ4Y2E0MjkzZTMyNWQxNGY"
"1681673298-2087","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","iPhone 14 Plus 256 GB Rojo","https://www.ktronix.com/iphone-14-plus-256gb-rojo/p/194253488156","iPhone 14 Plus 256 GB Rojo","$5.863.000
                                            Hoy","Chip A15 Bionic GPU 5núcleos rendimiento fuera de serie","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-194253488156-001.jpg?context=bWFzdGVyfGltYWdlc3w0MzY4fGltYWdlL2pwZWd8aDJiL2g3MS8xMzYxOTIwNjUyMDg2Mi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NDI1MzQ4ODE1Nl8wMDEuanBnfDFhMTgxMDVmM2RlYzUyMTgxZmFiOGQ5MzI2Y2JmMmU1MWQ5MzRjMDA1ZmIwMDgyM2FiZjMzMWRhNDQ4MzhkYzA"
"1681673301-2088","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","iPhone 14 Plus 512 GB Azul Medianoche","https://www.ktronix.com/iphone-14-plus-512gb-azul-medianoche/p/194253488170","iPhone 14 Plus 512 GB Azul Medianoche","$7.099.000
                                            Hoy","Chip A15 Bionic GPU 5núcleos rendimiento fuera de serie","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-194253488170-001.jpg?context=bWFzdGVyfGltYWdlc3wzNDY1fGltYWdlL2pwZWd8aGM5L2g2Mi8xMzYxOTIxNzEzNzY5NC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NDI1MzQ4ODE3MF8wMDEuanBnfDY4ZmEwMDE2MTIwNDcxMWI3MmQyNjEwYTY2MGJhMzY4YWQ3MGViMmZmOTAwZDRjYjY3ZWU1MDBjODk5YWE2NDE"
"1681673305-2089","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","iPhone 14 Plus 512 GB Morado","https://www.ktronix.com/iphone-14-plus-512gb-morado/p/194253488194","iPhone 14 Plus 512 GB Morado","$7.099.000
                                            Hoy","Chip A15 Bionic GPU 5núcleos rendimiento fuera de serie","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-194253488194-001.jpg?context=bWFzdGVyfGltYWdlc3wzNTUxfGltYWdlL2pwZWd8aGI5L2g4NC8xMzYxOTIyNzgyMDA2Mi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NDI1MzQ4ODE5NF8wMDEuanBnfGQ2YmExYzk5OTBiMDhmNzExNGI0N2M5ODYxZWQwYTc0YTNmM2I1Y2VmMWU2ZTU5M2Y5ZmRkMTc5NjU3MTY4ZmM"
"1681673310-2090","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","iPhone 14 Plus 512 GB en Azul","https://www.ktronix.com/iphone-14-plus-512gb-enazul/p/194253488217","iPhone 14 Plus 512 GB en Azul","$7.099.000
                                            Hoy","Chip A15 Bionic GPU 5núcleos rendimiento fuera de serie","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-194253488217-001.jpg?context=bWFzdGVyfGltYWdlc3wzNzQyfGltYWdlL2pwZWd8aDNjL2g0Zi8xMzYxOTIzODQzNjg5NC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NDI1MzQ4ODIxN18wMDEuanBnfDNjZWI3ODE0MGU2MzIzNTYwZmU0ZmY5NzU1OGVhYTcwZGQ5ODY4NDY3YTZjMWY1NWZjY2VjMzg4MDFhZTc2YzY"
"1681673314-2091","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","iPhone 14 256 GB Blanco estrella","https://www.ktronix.com/iphone14-256gb-blanco-estrella/p/194253488286","iPhone 14 256 GB Blanco estrella","$5.204.000
                                            Hoy","Chip A15 Bionic GPU 5núcleos rendimiento fuera de serie","5.0","1 Opinión","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-194253488286-001.jpg?context=bWFzdGVyfGltYWdlc3wzNDA0fGltYWdlL2pwZWd8aDg2L2g0OS8xMzYxOTI3NTU5NTgwNi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NDI1MzQ4ODI4Nl8wMDEuanBnfGUwNTk2NjA3M2Q4ZjA2ZmQ1OTlhNDRjZjc3NDMwMzc1NzdkMmE3ODU0YmM2MGYzNjdhYjdlMjUxMDYyOWJiMzc"
"1681673318-2092","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","iPhone 14 256 GB Rojo","https://www.ktronix.com/iphone14-256gb-rojo/p/194253488309","iPhone 14 256 GB Rojo","$5.204.000
                                            Hoy","Chip A15 Bionic GPU 5núcleos rendimiento fuera de serie","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-194253488309-001.jpg?context=bWFzdGVyfGltYWdlc3w0MzA2fGltYWdlL2pwZWd8aGU3L2hlNC8xMzYxOTI4NjIxMjYzOC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NDI1MzQ4ODMwOV8wMDEuanBnfDE1NTUyMGU2MGEyZjZmZTA4YjBjNjAwMDZhODI0Y2JkYzgyNTU2M2EyY2UyM2M3ZTUwZTk2YTk5ZmI1Mjk3ZDc"
"1681673322-2093","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","iPhone 14 512 GB Blanco Estrella","https://www.ktronix.com/iphone14-512gb-blanco-estrella/p/194253488330","iPhone 14 512 GB Blanco Estrella","$6.440.000
                                            Hoy","Chip A15 Bionic GPU 5núcleos rendimiento fuera de serie","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-194253488330-001.jpg?context=bWFzdGVyfGltYWdlc3wzNDA0fGltYWdlL2pwZWd8aDAxL2gxYi8xMzYxOTMwMjEzNzg4Ni82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NDI1MzQ4ODMzMF8wMDEuanBnfDAxMGJlYTIzYmQ4NTJhZGU1MzEyMzE2NjgwMmJlMjg5ZTQxZTFmYjA1OWMwZmQ4YzgyNjcwNTAxZDBkNDBhMmQ"
"1681673326-2094","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","iPhone 14 512 GB Azul","https://www.ktronix.com/iphone14-512gb-azul/p/194253488361","iPhone 14 512 GB Azul","$6.440.000
                                            Hoy","Chip A15 Bionic GPU 5núcleos rendimiento fuera de serie","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-194253488361-001.jpg?context=bWFzdGVyfGltYWdlc3wzNjU5fGltYWdlL2pwZWd8aDhkL2hkMy8xMzYxOTMxODA2MzEzNC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NDI1MzQ4ODM2MV8wMDEuanBnfDY1MmE2YWUwYmMwNjZlNmEyZDU5ZDU3ZmFmNzNlNDBmNTQzZmI5M2I5ZGQ0ZGViMzNlMDI3MTViMDIxMmQ2YTE"
"1681673330-2095","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","iPhone 14 Pro 256 GB Morado Oscuro","https://www.ktronix.com/iphone-14-pro-256gb-morado-oscuro/p/194253488446","iPhone 14 Pro 256 GB Morado Oscuro","$6.779.000
                                            Hoy","Cámara gran angular de 48MP","5.0","6 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-194253488446-001.jpg?context=bWFzdGVyfGltYWdlc3wzNDAyfGltYWdlL2pwZWd8aDZjL2gwMi8xMzYxOTM2MDUzMDQ2Mi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NDI1MzQ4ODQ0Nl8wMDEuanBnfDc0YzI5MjE0ZGYxYjE5YmJiMzQ2NzA0MDVhYTA2OWI5YWUxYjFkYTliY2EwOTU3ZmQyYThhYTExOWE1ZmUzODI"
"1681673334-2096","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","iPhone 14 Pro 512 GB Plata","https://www.ktronix.com/iphone-14-pro-512gb-plata/p/194253488460","iPhone 14 Pro 512 GB Plata","$7.999.000
                                            Hoy","Cámara gran angular de 48MP","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-194253488460-001.jpg?context=bWFzdGVyfGltYWdlc3wzMjIzfGltYWdlL2pwZWd8aDYxL2hkNi8xMzYxOTM3MTE0NzI5NC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NDI1MzQ4ODQ2MF8wMDEuanBnfGM4NzQyNzNiYTNhYjNhZmFjMmQ0ODZkNDBmZjI1Njg1MjZjZmJkZTY0MDU1NjNhMGMzMzk3ZDA0OTk2MDc1ODY"
"1681673338-2097","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","iPhone 14 Pro 512 GB Oro","https://www.ktronix.com/iphone-14-pro-512gb-oro/p/194253488477","iPhone 14 Pro 512 GB Oro","$7.999.000
                                            Hoy","Cámara gran angular de 48MP","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-194253488477-001.jpg?context=bWFzdGVyfGltYWdlc3wzNjIyfGltYWdlL2pwZWd8aDBiL2hiYi8xMzYxOTM3NjQ1NTcxMC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NDI1MzQ4ODQ3N18wMDEuanBnfDFhNDc1YzFlZDY2NTU2ZjQ2ODg4NjhjZGM1MTBlNWFhMTJmZDk3ZGRiNzNkZGMyNWMwZThhM2M2MjU0OWZkZTE"
"1681673342-2098","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","iPhone 14 Pro 512 GB Morado Oscuro","https://www.ktronix.com/iphone-14-pro-512gb-moradooscuro/p/194253488484","iPhone 14 Pro 512 GB Morado Oscuro","$7.999.000
                                            Hoy","Cámara gran angular de 48MP","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-194253488484-001.jpg?context=bWFzdGVyfGltYWdlc3wzNDAyfGltYWdlL2pwZWd8aDEwL2gwZS8xMzYxOTM4MTc2NDEyNi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NDI1MzQ4ODQ4NF8wMDEuanBnfGRkYjRkYzY5NzVlZDdjYjEwY2VhOGE4MGYxMDIxNGFiMDQxMDM4ZjA2NjdlOWJjMWE4NTFiMWI0YTNjOTc0YmE"
"1681673347-2099","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","iPhone 14 Pro 1 TB Negro Espacial","https://www.ktronix.com/iphone-14-pro-1tb-negroespacial/p/194253488491","iPhone 14 Pro 1 TB Negro Espacial","$9.249.000
                                            Hoy","Cámara gran angular de 48MP","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-194253488491-001.jpg?context=bWFzdGVyfGltYWdlc3wzMTU0fGltYWdlL2pwZWd8aDEyL2g3MS8xMzYxOTM4NzA3MjU0Mi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NDI1MzQ4ODQ5MV8wMDEuanBnfDhkYWY0YjkwYTVjZmE2OTdiMjI5ZDU5NGNmNWY1MjVlYzVlNjc4ZmE3YjgxNDJkZWEyZjNlNTY2MzY3ZTNmNjI"
"1681673352-2100","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","iPhone 14 Pro 1 TB Plata","https://www.ktronix.com/iphone-14-pro-1tb-plata/p/194253488507","iPhone 14 Pro 1 TB Plata","$9.249.000
                                            Hoy","Cámara gran angular de 48MP","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-194253488507-001.jpg?context=bWFzdGVyfGltYWdlc3wzMjIzfGltYWdlL2pwZWd8aGQyL2hjNS8xMzYxOTM5MjM4MDk1OC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NDI1MzQ4ODUwN18wMDEuanBnfDVhYjYxZjJjMmQwMjU5N2VlNDg4MmI3NWM3MmZjNjExODE2OTU1OGQ2ZTQxZGFhNzVmMzQ1MzEyZmYwOTc0MTc"
"1681673356-2101","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","iPhone 14 Pro 1 TB Oro","https://www.ktronix.com/iphone-14-pro-1tb-oro/p/194253488514","iPhone 14 Pro 1 TB Oro","$9.249.000
                                            Hoy","Cámara gran angular de 48MP","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-194253488514-001.jpg?context=bWFzdGVyfGltYWdlc3wzNjIyfGltYWdlL2pwZWd8aDhlL2hhYS8xMzYxOTM5NzY4OTM3NC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NDI1MzQ4ODUxNF8wMDEuanBnfDI5YzZkZGI3MGE1NmRkMGVjODkyZWU2ZDc1ZTIzZDY1YmM2NmExMDZiNTgxYjc1N2Y5OWRiYjMxYTllYThiNmM"
"1681673360-2102","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","iPhone 14 Pro 1 TB Morado Oscuro","https://www.ktronix.com/iphone-14-pro-1tb-moradooscuro/p/194253488521","iPhone 14 Pro 1 TB Morado Oscuro","$9.249.000
                                            Hoy","Cámara gran angular de 48MP","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-194253488521-001.jpg?context=bWFzdGVyfGltYWdlc3wzNDAyfGltYWdlL2pwZWd8aDgxL2hkNi8xMzYxOTQwMjk5Nzc5MC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NDI1MzQ4ODUyMV8wMDEuanBnfDBlYTJkZTc0ZmYyYmVhYjU2YzU3M2RhYjA3Yjc3MDU5Y2EyZjExOWNlODcwYTNmOWRkN2EzYjliNTBiOGQzMjg"
"1681673364-2103","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","Celular ALCATEL 3 2020 - 64GB Verde","https://www.ktronix.com/celular-alcatel-3-2020-64gb-verde/p/4894461845029","Celular ALCATEL 3 2020 - 64GB Verde","$798.000
                                            Hoy","Triple cámara de 13MP+5MP+2MP, detalle en cada captura","4.7","59 Opiniones","/medias/4894461845029-001-60Wx60H?context=bWFzdGVyfGltYWdlc3w1OTczfGltYWdlL2pwZWd8aW1hZ2VzL2gyZC9oMmEvMTI0NDM0MTQxMzQ4MTQuanBnfGRjZjk4ZDJjMTUzZDJkYTIxNzlkZThlM2Y3ZTE1MzBhNTljNDVlMWRjN2U4NTEzN2E0YzRiNTAzNjZlMzk2NTA"
"1681673368-2104","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","Celular ALCATEL 1SE 32GB + 3GB Negro","https://www.ktronix.com/celular-alcatel-1se-32gb-3gb-negro/p/4894461861708","Celular ALCATEL 1SE 32GB + 3GB Negro","$629.900
                                            Hoy","Cámara 13 MP, gran angular de 5 MP y de profundidad de 2 MP","4.0","14 Opiniones","/medias/4894461861708-001-60Wx60H?context=bWFzdGVyfGltYWdlc3w0MjcxfGltYWdlL2pwZWd8aW1hZ2VzL2hlOS9oNjcvMTI0NDM0MTU5MDQyODYuanBnfDU4ZTc4Y2E5MDhlMWU0MjlhZjFmZWJkNjNmNmU4MTRiNzI0ZTBhZTQ5ZmU0MzE5MWJkYzMwZDU5ZjdlODIxZDM"
"1681673372-2105","https://www.ktronix.com/celulares/telefonos-celulares/c/BI_101_KTRON","","Celular TCL 20L+ 256GB + 6GB Negro","https://www.ktronix.com/celular-tcl-20l-256gb-6gb-negro/p/4894461895192","Celular TCL 20L+ 256GB + 6GB Negro","$932.900
                                            Hoy","Pantalla FHD+ 6.67""con tecnología visual NXTVISION de TCL","4.6","7 Opiniones","/medias/4894461895192-001-60Wx60H?context=bWFzdGVyfGltYWdlc3w1NTAwfGltYWdlL2pwZWd8aW1hZ2VzL2g1Ni9oMTYvMTI0NDM0MTgyNjM1ODIuanBnfDM0OWMzNTZhNDNmNGI4YTk2NjM2YzFhNTZkYTI2NjA2MjBhYmI0MTlmMGI2OGFkNmRkYzI4ZmQ5ZDhkNzc1YjM"
