web-scraper-order,web-scraper-start-url,referencias,referencias-href,paginacion,nombre,precio,descripcion,puntuacion,opiniones,imagen-src
"1681680267-2467","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil ASUS Zenbook Pro OLED 16"" Pulgadas UX7602ZM - Intel Core i9 - RAM 32GB - Disco SSD 1TB - Negro","https://www.ktronix.com/computador-portatil-asus-zenbook-pro-oled-16-pulgadas-ux7602zm-intel-core-i9-ram-32gb-disco-ssd-1tb-negro/p/4711081796237","","Computador Portátil ASUS Zenbook Pro OLED 16"" Pulgadas UX7602ZM - Intel Core i9 - RAM 32GB - Disco SSD 1TB - Negro","$16.899.000
                                            Hoy","Incluye maletín y lápiz óptico","null","null","/medias/4711081796237-001-60Wx60H?context=bWFzdGVyfGltYWdlc3w0MTg5fGltYWdlL2pwZWd8aDBmL2gxMC8xMzM0MjQ4MzM4MjMwMi80NzExMDgxNzk2MjM3XzAwMV82MFd4NjBIfDFhNGI0YmI2MmFhMTQxYTMwODE4NGRlMTkzNDc2MTk0OTY4ODBhY2RkNjJhOWE0YjFkZTUyNGUyMDQ0Mjk1YmM"
"1681680273-2468","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil ASUS Vivobook X OLED 15.6"" Pulgadas X1503ZA - Intel Core i5 - RAM 12GB - Disco SSD 512 GB - Azul","https://www.ktronix.com/computador-portatil-asus-vivobook-x-oled-156-pulgadas-x1503za-intel-core-i5-ram-12gb-disco-ssd-512-gb-azul/p/4711081893073","","Computador Portátil ASUS Vivobook X OLED 15.6"" Pulgadas X1503ZA - Intel Core i5 - RAM 12GB - Disco SSD 512 GB - Azul","$3.999.000
                                            Hoy","Procesador Intel 12va generación, se adapta a tus tareas","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-4711081893073-001.jpg?context=bWFzdGVyfGltYWdlc3w0NjQ2fGltYWdlL2pwZWd8aGM5L2hkYS8xMzUwMDY3ODI3NTEwMi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzQ3MTEwODE4OTMwNzNfMDAxLmpwZ3xjZGY1OGM2MmZhZjgwOTMwNTRmZTRmMjhjYmI2OTZlODU2MjRlYzFkOGQyNjNhZjYxZDM3NDkwNDliM2U0ZjNi"
"1681680278-2469","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil 2 en 1 HP ENVY 13,3” Pulgadas ay1004la - AMD Ryzen 7 - RAM 8GB - Disco SSD 512 GB - Negro","https://www.ktronix.com/computador-portatil-2-en-1-hp-envy-133-pulgadas-ay1004la-amd-ryzen-7-ram-8gb-disco-ssd-512-gb-negro/p/196337772502","","Computador Portátil 2 en 1 HP ENVY 13,3” Pulgadas ay1004la - AMD Ryzen 7 - RAM 8GB - Disco SSD 512 GB - Negro","$4.999.000
                                            Hoy","Seguridad para el usuario. Lector de huella dactilar","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-196337772502-001.jpg?context=bWFzdGVyfGltYWdlc3w0MTY5fGltYWdlL2pwZWd8aDAxL2g5Ni8xMzYzMTc4ODM1MTUxOC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NjMzNzc3MjUwMl8wMDEuanBnfGEzMzYzNGE0ZTkyMGU2MDI2OWMyMDM2MWYyMDkxY2RiNzg2YWM0MWE3MjI4NWU5ZjFiYjZkNDBlOGYwNTEwOWI"
"1681680284-2470","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil Asus 14"" Pulgadas X415EA - Intel Core i7 - RAM 8GB - Disco SSD 512 GB - Gris","https://www.ktronix.com/computador-portatil-asus-14-pulgadas-x415ea-intel-core-i7-ram-8gb-disco-ssd-512-gb-gris/p/4711081788317","","Computador Portátil Asus 14"" Pulgadas X415EA - Intel Core i7 - RAM 8GB - Disco SSD 512 GB - Gris","$3.399.000
                                            Hoy","Incluye Mouse óptico","5.0","1 Opinión","/medias/4711081788317-001-60Wx60H?context=bWFzdGVyfGltYWdlc3w0NDQwfGltYWdlL2pwZWd8aW1hZ2VzL2gwNi9oMjMvMTI0NjE3Mzg3MjEzMTAuanBnfDQwYjQ4YjM0MDNhZWY2NDRjM2Y2NzUzMGY5ZDhlZmJiNmFkMGE1NDBiMWE5N2E3NWJlZDI0OTIwOGI1YzFkYzg"
"1681680290-2471","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil ACER 15.6"" Pulgadas 53KL - Intel Core i5 - RAM 8GB - Disco SSD 512GB - Negro","https://www.ktronix.com/computador-portatil-acer-156-pulgadas-53kl-intel-core-i5-ram-8gb-disco-ssd-512gb-negro/p/4710886885740","","Computador Portátil ACER 15.6"" Pulgadas 53KL - Intel Core i5 - RAM 8GB - Disco SSD 512GB - Negro","$3.499.000
                                            Hoy","Acer ProShieldPlus, para proteger accesos no autorizados","5.0","1 Opinión","/medias/4710886885740-001-60Wx60H?context=bWFzdGVyfGltYWdlc3w0MDg2fGltYWdlL2pwZWd8aW1hZ2VzL2hmMy9oZGMvMTI3MDU3MzY2ODc2NDYuanBnfDcxYzQzYWM3NGE2YThkZGRmNWI4MDg5ZDg1MDU1MTA0M2IyNmRhNzkyMGUxYTBmYzcwNzczN2ZlNjM1NWMyMDk"
"1681680294-2472","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil LENOVO 14"" Pulgadas Yoga Slim 7 Pro - AMD Ryzen 5 - RAM 16GB - Disco SSD 512GB - Gris","https://www.ktronix.com/computador-portatil-lenovo-14-pulgadas-yoga-slim-7-pro-amd-ryzen-5-ram-16gb-disco-ssd-512gb-gris/p/196380731877","","Computador Portátil LENOVO 14"" Pulgadas Yoga Slim 7 Pro - AMD Ryzen 5 - RAM 16GB - Disco SSD 512GB - Gris","$4.999.000
                                            Hoy","Resolución de Pantalla 2K, gran experiencia para tus ojos","null","null","/medias/196380731877-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wzMzYwfGltYWdlL2pwZWd8aDgyL2g2Zi8xMzM0NDA2Mzg4MTI0Ni8xOTYzODA3MzE4NzdfMDAxXzYwV3g2MEh8Nzg3MWFiYWI5MWU3N2Q3ZWU1NzBiNzJlMTJkNzFmNDJkYzU4M2IzNDhiMzZiMmRmNzFlNzc5ODMxMDJkYjExOA"
"1681680300-2473","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Escritorio Gamer Victus HP 23.8"" Pulgadas TG02-0002lam - Intel Core i5 - RAM 8GB- Disco SSD 512 GB - Gris","https://www.ktronix.com/computador-escritorio-gamer-victus-hp-238-pulgadas-tg02-0002lam-intel-core-i5-ram-8gb-disco-ssd-512-gb-gris/p/196548729449","","Computador Escritorio Gamer Victus HP 23.8"" Pulgadas TG02-0002lam - Intel Core i5 - RAM 8GB- Disco SSD 512 GB - Gris","$4.269.000
                                            Hoy","Pantalla con actualización de 144 Hz, juego rapido y fluido","5.0","2 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-196548729449-001.jpg?context=bWFzdGVyfGltYWdlc3w0MTQwfGltYWdlL2pwZWd8aGRiL2hiZi8xMzUyMTA5NjQwOTExOC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NjU0ODcyOTQ0OV8wMDEuanBnfGQ0NzkxMDI3NGZkZWZlY2Q0NWY0ZGZkYmFhNmMzYWQ1ZjYwYmI3NDg2OGQxNzRkNjljMTRlMzhjMTM5NzI5NzA"
"1681680305-2474","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil 2 en 1 HP Pavilion 14” Pulgadas dy2002la - Intel Core i5 - RAM 8GB - Disco SSD 256 GB - Plateado","https://www.ktronix.com/computador-portatil-2-en-1-hp-pavilion-14-pulgadas-dy2002la-intel-core-i5-ram-8gb-disco-ssd-256-gb-plateado/p/196548846108","","Computador Portátil 2 en 1 HP Pavilion 14” Pulgadas dy2002la - Intel Core i5 - RAM 8GB - Disco SSD 256 GB - Plateado","$3.799.000
                                            Hoy","Incluye Lapiz","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-196548846108-001.jpg?context=bWFzdGVyfGltYWdlc3wyNzEwfGltYWdlL2pwZWd8aDNmL2hkYy8xMzY3MDI4NzQ3NDcxOC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NjU0ODg0NjEwOF8wMDEuanBnfGZlYmUwNzk1YTlhNTg0ZjZmYzQ3YjgzOTMxNzRmOTRmY2QzZGVmMjY0OGRmYmYyMDhlMTJjZDE0MDAxOGMzZTc"
"1681680310-2475","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil HP Zbook 14"" Pulgadas Firefly G8 - Intel Core i7 - RAM 16GB - Disco SSD 512 GB - Gris","https://www.ktronix.com/computador-portatil-hp-zbook-14-pulgadas-firefly-g8-intel-core-i7-ram-16gb-disco-ssd-512-gb-gris/p/195908269311","","Computador Portátil HP Zbook 14"" Pulgadas Firefly G8 - Intel Core i7 - RAM 16GB - Disco SSD 512 GB - Gris","$7.650.000
                                            Hoy","Gráficos NVIDIA® T500 de 4GB de memoria dedicada para video","5.0","1 Opinión","/medias/195908269311-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wzMzMwfGltYWdlL2pwZWd8aW1hZ2VzL2g0Ni9oNjYvMTA2NzUxOTYxOTg5NDIuanBnfGM2NjcxZWNjMTQ5ZGQ0ODQ2YmI5NGZkZTM5ODYwNTMxYTIyMTkyZDRmZTUwNmY3OTBhOGM0ODRlNmQxNTcyNjE"
"1681680314-2476","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","MacBook Pro 16"" pulgadas MK183E/A Chip M1 Pro 512 GB SSD - Gris espacial","https://www.ktronix.com/macbook-pro-16-pulgadas-mk183e-a-chip-m1-pro-512gb-ssd-gris-espacial/p/194252545805","","MacBook Pro 16"" pulgadas MK183E/A Chip M1 Pro 512 GB SSD - Gris espacial","$11.999.000
                                            Hoy","Hasta 21 horas de reproducción de video.","5.0","6 Opiniones","/medias/194252545805-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMjU2fGltYWdlL2pwZWd8aW1hZ2VzL2hjNy9oZGMvMTEzNzYyMDg0NzgyMzguanBnfDVkYWQ2MWE1ZjNhMWU0Y2RhZDQ3ODE5Y2JlM2FiM2RmMWQ2Y2ExNDIzOTcwZGQzNmIzZTc3ZmU1NGQxM2FhMTQ"
"1681680320-2477","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil ASUS Zenbook 14"" Pulgadas UM425QA - AMD Ryzen 5 - RAM 16GB - Disco SSD 512 GB - Gris","https://www.ktronix.com/computador-portatil-asus-zenbook-14-pulgadas-um425qa-amd-ryzen-5-ram-16gb-disco-ssd-512-gb-gris/p/4711081765448","","Computador Portátil ASUS Zenbook 14"" Pulgadas UM425QA - AMD Ryzen 5 - RAM 16GB - Disco SSD 512 GB - Gris","$3.999.000
                                            Hoy","Incluye Funda y adaptador USB-A a LAN Ethernet","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-4711081765448-001.jpg?context=bWFzdGVyfGltYWdlc3wzODQ2fGltYWdlL2pwZWd8aGE4L2gzMC8xMzUwMDY3MDAxNzU2Ni82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzQ3MTEwODE3NjU0NDhfMDAxLmpwZ3w4ODczZjBkZDM5ZTNmZWJmNmU3MWUxODA2M2NiZTYxZjIyOWM2NDRlZjJmYjAzZjE2YmQxMzViNjY0MGRkMzMx"
"1681680326-2478","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil LENOVO 14"" Pulgadas IdeaPad 5 - AMD R5 - RAM 16GB - Disco SSD 512GB - Azul","https://www.ktronix.com/computador-portatil-lenovo-14-pulgadas-ideapad-5-amd-r5-ram-16gb-disco-ssd-512gb-azul/p/196802941235","","Computador Portátil LENOVO 14"" Pulgadas IdeaPad 5 - AMD R5 - RAM 16GB - Disco SSD 512GB - Azul","$3.099.000
                                            Hoy","Resolución Full HD, imágenes mas nítidas.","5.0","1 Opinión","/medias/196802941235-001-60Wx60H?context=bWFzdGVyfGltYWdlc3w1MTEyfGltYWdlL2pwZWd8aGY2L2g3NC8xMzQ2NTMzMjYxMzE1MC8xOTY4MDI5NDEyMzVfMDAxXzYwV3g2MEh8ZDE5MDA1NmNhNDM5MWQ4OWQ3YWVjODQwZWEyY2E2YThlYzQ0M2UxMWE4YzVlODEwMDBiN2I4Yzk2Yzc2NTJmYw"
"1681680331-2479","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil Gamer LENOVO 15.6"" Pulgadas Legión 5 - Intel CI7 - RAM 16GB - Disco SSD 1TB SSD - Gris","https://www.ktronix.com/computador-portatil-gamer-lenovo-156-pulgadas-legion-5-intel-ci7-ram-16gb-disco-ssd-1tb-ssd-gris/p/196802790840","","Computador Portátil Gamer LENOVO 15.6"" Pulgadas Legión 5 - Intel CI7 - RAM 16GB - Disco SSD 1TB SSD - Gris","$8.999.000
                                            Hoy","Tarjeta grafica independiente, potencia tareas graficas","null","null","/medias/196802790840-001-60Wx60H?context=bWFzdGVyfGltYWdlc3w0NTI0fGltYWdlL2pwZWd8aGM2L2gzNS8xMzQ2NTI5Mjk2Mzg3MC8xOTY4MDI3OTA4NDBfMDAxXzYwV3g2MEh8YTE1NDljNWE1OWY0NmY3MThlMmM5YjQ4YTU3MTFlZGE4OGYwMDI2NjE1NmU5MWI5N2I5N2MwZTNjNDliODFlZQ"
"1681680335-2480","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil ASUS Vivobook S Oled 14"" Pulgadas M3402QA - AMD R7 - RAM 16GB - Disco SSD 512GB - Verde","https://www.ktronix.com/computador-portatil-asus-vivobook-s-oled-14-pulgadas-m3402qa-amd-r7-ram-16gb-disco-ssd-512gb-verde/p/4711081989189","","Computador Portátil ASUS Vivobook S Oled 14"" Pulgadas M3402QA - AMD R7 - RAM 16GB - Disco SSD 512GB - Verde","$5.499.000
                                            Hoy","Tecnología térmica ASUS IceCool. Mantenlo siempre frío.","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-4711081989189-001.jpg?context=bWFzdGVyfGltYWdlc3w0NTI2fGltYWdlL2pwZWd8aGU4L2gzMC8xMzY2NTMyMjk5MTY0Ni82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzQ3MTEwODE5ODkxODlfMDAxLmpwZ3w2Y2I2YzIwMGI3YzE0YjgzMDM4MjBiYTQ2ODJiMzY4YjE2NGVkYjdmZjE3Y2I1NWEzMDNiNzk1OGIxZjFhMTk0"
"1681680342-2481","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil Gamer ACER 15.6"" Pulgadas 705R Intel Ci7 - RAM 16GB - Disco SSD 1TB - Negro","https://www.ktronix.com/computador-portatil-gamer-acer-156-pulgadas-705r-intel-ci7-ram-16gb-disco-ssd-1tb-negro/p/4711121309465","","Computador Portátil Gamer ACER 15.6"" Pulgadas 705R Intel Ci7 - RAM 16GB - Disco SSD 1TB - Negro","$6.899.000
                                            Hoy","Mayor velocidad gracias a su procesador de 11° generación","4.7","3 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-4711121309465-001.jpg?context=bWFzdGVyfGltYWdlc3w1MjE2fGltYWdlL2pwZWd8aDAwL2hjMC8xMzUyOTY5OTc0NTgyMi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzQ3MTExMjEzMDk0NjVfMDAxLmpwZ3xkZmIxNzI1YzBhYzExYjM2NmQ1NzQwOTYyMmFiZTQ2ZWRlMmQ3MzdkMTgzNDczYWEzMjNmYWE0YjgxZWZlYjE0"
"1681680348-2482","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil HP 14"" Pulgadas fq1006la - AMD Ryzen 3 - RAM 8GB - Disco SSD 256 GB - Azul","https://www.ktronix.com/computador-portatil-hp-14-pulgadas-fq1006la-amd-ryzen-3-ram-8gb-disco-ssd-256-gb-azul/p/196548546060","","Computador Portátil HP 14"" Pulgadas fq1006la - AMD Ryzen 3 - RAM 8GB - Disco SSD 256 GB - Azul","$1.659.000
                                            Hoy","HP Fast Charge. Carga de 0 a 50% en aproximadamente 45 min","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-196548546060-001.jpg?context=bWFzdGVyfGltYWdlc3wzNDExfGltYWdlL2pwZWd8aDYwL2hhYy8xMzY3MDI4MTU3NjQ3OC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NjU0ODU0NjA2MF8wMDEuanBnfGZkZDU2MDEwZDQ2YmNhNmY3ZGIwNzFmZjk4OTQ1Y2Y5MDBmMzI4NGY0ZjUzZDM0YjFmYmJhYzJkYWU2YmY2MzA"
"1681680353-2483","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil Gamer LENOVO 15.6"" Pulgadas Legión 5 - Intel CI5 - RAM 16GB - Disco SSD 1TB SSD - Gris","https://www.ktronix.com/computador-portatil-gamer-lenovo-156-pulgadas-legion-5-intel-ci5-ram-16gb-disco-ssd-1tb-ssd-gris/p/196802790826","","Computador Portátil Gamer LENOVO 15.6"" Pulgadas Legión 5 - Intel CI5 - RAM 16GB - Disco SSD 1TB SSD - Gris","$6.999.000
                                            Hoy","Tarjeta grafica independiente, potencia tareas graficas","null","null","/medias/196802790826-001-60Wx60H?context=bWFzdGVyfGltYWdlc3w0NTI0fGltYWdlL2pwZWd8aGIzL2hhNy8xMzQ2NTI4NzA2NTYzMC8xOTY4MDI3OTA4MjZfMDAxXzYwV3g2MEh8MDliNGJjZTMxYWVlNGE0NzdkMjgwNjAzYzY2MDk5MDdjNjU5OWIzZTE2YjM4NzBlZTdmM2NiMzViMDhlMzI2Nw"
"1681680358-2484","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil LENOVO 15.6"" Pulgadas IdeaPad 5 - Intel CI7 - RAM 16GB - Disco SSD 512GB - Gris","https://www.ktronix.com/computador-portatil-lenovo-156-pulgadas-ideapad-5-intel-ci7-ram-16gb-disco-ssd-512gb-gris/p/196803100419","","Computador Portátil LENOVO 15.6"" Pulgadas IdeaPad 5 - Intel CI7 - RAM 16GB - Disco SSD 512GB - Gris","$4.899.000
                                            Hoy","Doceava generación Intel, desempeño de vanguardia","null","null","/medias/196803100419-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wzODYzfGltYWdlL2pwZWd8aGQ0L2hjYy8xMzQ2NTM3MDA5OTc0Mi8xOTY4MDMxMDA0MTlfMDAxXzYwV3g2MEh8OWRjMzI3ZTRhYmU0ZjYxMmNiYzA5MmZiYzg5NTdhM2RiZDk5M2Y0ODc5M2ZlMTBmNzM4MGQ5YTYxYWRmZjBmYQ"
"1681680365-2485","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil HP 15.6"" Pulgadas ef2501la - AMD Ryzen 5 - RAM 16GB - Disco SSD 512 GB - Plata Natural","https://www.ktronix.com/computador-portatil-hp-156-pulgadas-ef2501la-amd-ryzen-5-ram-16gb-disco-ssd-512-gb-plata-natural/p/196337755727","","Computador Portátil HP 15.6"" Pulgadas ef2501la - AMD Ryzen 5 - RAM 16GB - Disco SSD 512 GB - Plata Natural","$2.699.000
                                            Hoy","Almacenamiento en SSD. Arranca en segundos a toda velocidad","4.9","131 Opiniones","/medias/196337755727-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMTE1fGltYWdlL2pwZWd8aW1hZ2VzL2g4MS9oMjUvMTE2Mzc4NjkyODEzMTAuanBnfDE1NzI5NDgzYTA1ODM0YTJhZTU4MjVjM2Y4OTkzODM3MzVjZjkyZGM3MGNmNjYwOGYwYjJlNTQwZTkyYmIwZjQ"
"1681680371-2486","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil LENOVO 15.6"" Pulgadas IdeaPad 3 - AMD R7 - RAM 12GB - Disco SSD 512GB - Gris","https://www.ktronix.com/computador-portatil-lenovo-156-pulgadas-ideapad-3-amd-r7-ram-12gb-disco-ssd-512gb-gris/p/196380608063","","Computador Portátil LENOVO 15.6"" Pulgadas IdeaPad 3 - AMD R7 - RAM 12GB - Disco SSD 512GB - Gris","$3.099.000
                                            Hoy","Incluye office 365 personal preinstalado por un año","null","null","/medias/196380608063-001-60Wx60H?context=bWFzdGVyfGltYWdlc3w0MzA5fGltYWdlL2pwZWd8aDg3L2gzOC8xMzQ2NTIzOTg3OTcxMC8xOTYzODA2MDgwNjNfMDAxXzYwV3g2MEh8Y2I1OWQ0MGY3ODA2YTllMzFlY2YxMDhjMzVlNmNkNDg0ODVlM2ZlM2NiMTIwMDQ4Yjk0NzExMDhhODdkNWJjNQ"
"1681680378-2487","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil Gamer ACER 15.6"" Pulgadas 71T3 Intel Ci7 - RAM 8GB - Disco SSD 512GB - Negro","https://www.ktronix.com/computador-portatil-gamer-acer-156-pulgadas-71t3-intel-ci7-ram-8gb-disco-ssd-512gb-negro/p/4711121319112","","Computador Portátil Gamer ACER 15.6"" Pulgadas 71T3 Intel Ci7 - RAM 8GB - Disco SSD 512GB - Negro","$6.099.000
                                            Hoy","Mayor velocidad gracias a su procesador de 12° generación","5.0","1 Opinión","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-4711121319112-001.jpg?context=bWFzdGVyfGltYWdlc3w0NzY5fGltYWdlL2pwZWd8aDE3L2hmMC8xMzUyOTcwNTY0NDA2Mi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzQ3MTExMjEzMTkxMTJfMDAxLmpwZ3xiMDMxYzZlZjAxOWYzNWEyMjUyMzdjMDYxY2JjZjJmOGY5ODAyYzE1MDBlYWUyYmJjZjBlYjgxMGI3MWZiOWU4"
"1681680384-2488","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil 2 en 1 HP ENVY 13,3” Pulgadas ay1021la - AMD Ryzen 5 - RAM 8GB - Disco SSD 512 GB - Negro","https://www.ktronix.com/computador-portatil-2-en-1-hp-envy-133-pulgadas-ay1021la-amd-ryzen-5-ram-8gb-disco-ssd-512-gb-negro/p/196548768462","","Computador Portátil 2 en 1 HP ENVY 13,3” Pulgadas ay1021la - AMD Ryzen 5 - RAM 8GB - Disco SSD 512 GB - Negro","$4.399.000
                                            Hoy","Pantalla FHD IPS con amplios ángulos de visión de 178°","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-196548768462-001.jpg?context=bWFzdGVyfGltYWdlc3wzMjMyfGltYWdlL2pwZWd8aGU2L2g2OS8xMzYzMTgwNDI3Njc2Ni82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0LzE5NjU0ODc2ODQ2Ml8wMDEuanBnfDRhNDI5MjBmY2EzOWFhNjBmMjBiYTc2YjVjODdiNWU3YzFiNTYwM2Y1N2I5Zjg5ZmFhMzJhZmMzYWJhOGM3NWE"
"1681680389-2489","https://www.ktronix.com/computadores-tablet/computadores-portatiles/c/BI_104_KTRON","Computador Portátil HUAWEI 14"" Pulgadas - Matebook 14 - Core i5 - RAM 8GB - Disco SSD 512 GB - Gris","https://www.ktronix.com/computador-portatil-huawei-14-pulgadas-matebook-14-core-i5-ram-8gb-disco-ssd-512-gb-gris/p/7708470967832","","Computador Portátil HUAWEI 14"" Pulgadas - Matebook 14 - Core i5 - RAM 8GB - Disco SSD 512 GB - Gris","$2.599.900
                                            Hoy","Detalles precisos y vívidos con la pantalla FullView 14"" 2K","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-7708470967832-001.jpg?context=bWFzdGVyfGltYWdlc3wzNDA0fGltYWdlL2pwZWd8aDcyL2gyNC8xMzczMzQzNjYyMDgzMC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzc3MDg0NzA5Njc4MzJfMDAxLmpwZ3xmMTEzNzgwNTlhODQzZjkyNDljMGI1NWU3ZGI1MzY4NGQyNzA0ZmNiZTlmNTc4MzVhZTA1NGRmNzQwYTcwMDdk"
